header 1: FORM   header filesize(d): 130285396   header 2: IFRS
index name: Pict  index number(d): 468   starts at(h): 033EE034

index name: Pict  index number(d): 469   starts at(h): 033FA232

index name: Pict  index number(d): 470   starts at(h): 0340DAA4

index name: Pict  index number(d): 471   starts at(h): 0342498E

index name: Pict  index number(d): 472   starts at(h): 0343835A

index name: Pict  index number(d): 473   starts at(h): 0344235E

index name: Pict  index number(d): 474   starts at(h): 03453E60

index name: Pict  index number(d): 475   starts at(h): 03456620

index name: Pict  index number(d): 476   starts at(h): 0348F518

index name: Pict  index number(d): 477   starts at(h): 034B33BC

index name: Pict  index number(d): 478   starts at(h): 034C754E

index name: Pict  index number(d): 479   starts at(h): 034D7AE8

index name: Pict  index number(d): 480   starts at(h): 034E1F32

index name: Pict  index number(d): 481   starts at(h): 034F4588

index name: Pict  index number(d): 482   starts at(h): 0351F5A8

index name: Pict  index number(d): 483   starts at(h): 03553D9C

index name: Pict  index number(d): 484   starts at(h): 0357119C

index name: Pict  index number(d): 485   starts at(h): 0357F0AC

index name: Pict  index number(d): 486   starts at(h): 0358C4D8

index name: Pict  index number(d): 487   starts at(h): 03597774

index name: Pict  index number(d): 488   starts at(h): 035AC1BA

index name: Pict  index number(d): 489   starts at(h): 035B7AF8

